,job_title,company_name,location,job_type,experience_level,experience_years,skills
412,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
413,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
414,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
415,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
416,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
417,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
418,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
419,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
420,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
421,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
422,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
423,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
424,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
425,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
426,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
427,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
428,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
429,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
430,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
431,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
432,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
433,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
434,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
435,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
436,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
437,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
438,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
439,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
440,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
441,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
442,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
443,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
444,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
445,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
446,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
447,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
448,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
449,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
450,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
451,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
452,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
453,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
454,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
455,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
456,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
457,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
458,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
459,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
460,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
461,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
462,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
463,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
464,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
465,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
466,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
467,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
468,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
469,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
470,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
471,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
472,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
473,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
474,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
475,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
476,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
477,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
478,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
479,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
480,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
481,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
482,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
483,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
484,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
485,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
486,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
487,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
488,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
489,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
490,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
491,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
492,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
493,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
494,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
495,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
496,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
497,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
498,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
499,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
500,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
501,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
502,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
503,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
504,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
505,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
506,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
507,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
508,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
509,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
510,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
511,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
512,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
513,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
514,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
515,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
516,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
517,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
518,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
519,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
520,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
521,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
522,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
523,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
524,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
525,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
526,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
527,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
528,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
529,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
530,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
531,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
532,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
533,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
534,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
535,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
536,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
537,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
538,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
539,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
540,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
541,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
542,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
543,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
544,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
545,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
546,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
547,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
548,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
549,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
550,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
551,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
552,Global Crowd-Sourcing Specialist,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,Project/Program Management Mass Hiring Sourcing Data Analysis Research Reporting
553,Senior Testing Automation Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Software Testing Selenium JIRA JMeter ISTQB
554,Senior Backend Engineer,LxT,Agouza,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Software Development Python Node.js Django Flask Continues Integration (CI) Continuous Delivery (CD) Microsoft Azure
555,Infection Control & Quality Specialist,Shiny White Dental Center ,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp,Medical/Healthcare Quality Control Infection Infection Control quality Quality Control Dental Care Analysis Dentistry
556,Onsite English Instructor,Hi-Q Academy,Nasr City,Part Time,Experienced,2 - 4 Yrs of Exp,Education/Teaching English Education English Instructor Teaching Nasrcity Instructor
557,Front Desk Specialist,Shiny White Dental Center ,Sheikh Zayed,Full Time,Entry Level,0 - 4 Yrs of Exp,females_only Administration Administration Communication English Front desk MS Office
558,Property Advisor,Mezyan Development,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,Sales/Retail Real Estate Sales Sales Consulting
559,E-commerce Marketplace Manager,Carina Wear,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,Operations/Management Marketing/PR/Advertising Sales/Retail E-Commerce Management business Amazon Category Management
560,Backend Developer,intella,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,IT/Software Development Engineering - Telecom/Technology backend Computer Science engineer Software Software Development Software Engineering Software engineer Information Technology (IT)
561,Sales Executive - (Red Sea),Octane solutions ,Red Sea,Full Time,Experienced,2 - 4 Yrs of Exp,Business Development Customer Service/Support Sales/Retail Sales Sales Executive sales skills Sales Target Marketing Executive Customer Service
562,Senior Software Developer (Ionic + Angular),softprograms,Nasr City,Full Time,Experienced,3 - 6 Yrs of Exp,IT/Software Development CSS3 Git HTML5 Information Technology (IT) JavaScript jQuery Software Development Web Development Mobile Development
563,Software Project Manager,softprograms,Nasr City,Full Time,Manager,5 - 10 Yrs of Exp,IT/Software Development Project/Program Management PMP CMMI PRINCE2 Project Management Agile Communication skills Software Development
564,Personnel Specialist,Tiba Egypt ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,Human Resources HR Human Resources (HR) Labor Law Personnel
565,Treasurer,Egypt Gold ,Azarita,Full Time,Experienced,3 - 7 Yrs of Exp,Accounting/Finance Accounting Commerce Finance Financial Treasurer
566,Social Media Coordinator,Deutschland Technology Limited,Obour City,Full Time,Experienced,1 - 2 Yrs of Exp,Marketing/PR/Advertising Communication skills Communication media Social Media Management Marketing English Creative
